filename,station,month,day,year,time,type
burst-ALASKA-ANCHORAGE-02-10-2024-230534.npy,ALASKA-ANCHORAGE,02,10,2024,230534,3
burst-ALASKA-ANCHORAGE-02-10-2024-230804.npy,ALASKA-ANCHORAGE,02,10,2024,230804,3
burst-ALASKA-ANCHORAGE-02-10-2024-231107.npy,ALASKA-ANCHORAGE,02,10,2024,231107,5
burst-ALASKA-ANCHORAGE-03-26-2024-003144.npy,ALASKA-ANCHORAGE,03,26,2024,003144,5
burst-ALASKA-ANCHORAGE-03-26-2024-003414.npy,ALASKA-ANCHORAGE,03,26,2024,003414,3
burst-ALASKA-ANCHORAGE-04-12-2024-153453.npy,ALASKA-ANCHORAGE,04,12,2024,153453,6
burst-ALASKA-ANCHORAGE-05-01-2024-222611.npy,ALASKA-ANCHORAGE,05,01,2024,222611,6
burst-ALASKA-ANCHORAGE-06-27-2024-194642.npy,ALASKA-ANCHORAGE,06,27,2024,194642,6
burst-ALASKA-ANCHORAGE-06-27-2024-194912.npy,ALASKA-ANCHORAGE,06,27,2024,194912,3
burst-ALASKA-ANCHORAGE-06-27-2024-210157.npy,ALASKA-ANCHORAGE,06,27,2024,210157,3
burst-ALASKA-ANCHORAGE-06-27-2024-234053.npy,ALASKA-ANCHORAGE,06,27,2024,234053,3
burst-ALASKA-ANCHORAGE-06-27-2024-234323.npy,ALASKA-ANCHORAGE,06,27,2024,234323,3
burst-ALASKA-ANCHORAGE-09-06-2024-004156.npy,ALASKA-ANCHORAGE,09,06,2024,004156,3
burst-ALASKA-ANCHORAGE-09-06-2024-004426.npy,ALASKA-ANCHORAGE,09,06,2024,004426,3
burst-ALASKA-ANCHORAGE-10-06-2024-204817.npy,ALASKA-ANCHORAGE,10,06,2024,204817,3
burst-ALASKA-ANCHORAGE-12-22-2024-204448.npy,ALASKA-ANCHORAGE,12,22,2024,204448,3
burst-MEXART-01-10-2024-155252.npy,MEXART,01,10,2024,155252,2
burst-MEXART-02-04-2024-151134.npy,MEXART,02,04,2024,151134,2
burst-MEXART-02-04-2024-151404.npy,MEXART,02,04,2024,151404,2
burst-MEXART-04-12-2024-210746.npy,MEXART,04,12,2024,210746,5
burst-MEXART-04-12-2024-211016.npy,MEXART,04,12,2024,211016,5
burst-MEXART-05-02-2024-174749.npy,MEXART,05,02,2024,174749,3
burst-MEXART-05-02-2024-175019.npy,MEXART,05,02,2024,175019,5
burst-MEXART-05-02-2024-205110.npy,MEXART,05,02,2024,205110,3
burst-MEXART-05-02-2024-205340.npy,MEXART,05,02,2024,205340,3
burst-MEXART-06-20-2024-172748.npy,MEXART,06,20,2024,172748,3
burst-MEXART-08-04-2024-220531.npy,MEXART,08,04,2024,220531,5
burst-MEXART-09-06-2024-004207.npy,MEXART,09,06,2024,004207,5
burst-MEXART-09-06-2024-140047.npy,MEXART,09,06,2024,140047,3
burst-MEXART-09-06-2024-140834.npy,MEXART,09,06,2024,140834,3
burst-MEXART-09-06-2024-141104.npy,MEXART,09,06,2024,141104,5
burst-MEXART-09-06-2024-152041.npy,MEXART,09,06,2024,152041,3
burst-MEXART-10-02-2024-134402.npy,MEXART,10,02,2024,134402,3
burst-MEXART-10-02-2024-134632.npy,MEXART,10,02,2024,134632,3
